,article_num,title,topic_abs,topic_url,viewnum,jsonurls
23,31.0,你看到的小镇晚霞,傍晚 放下手机 出去走走 抬头望向天空 真的好美啊,https://www.douban.com/gallery/topic/90337/,3653.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90337
24,18.0,日常生活中所感受到的越界行为,人与人之间的相处是需要保持距离的，而总有一些人的“自觉性”非常高，屡次挑战人与人之间的距离和界限，在越界的边缘疯狂试探。比如第一次见面就问工资收入水平，比如非恋人关系却做出亲密的肢体接触等。本次问题主要针对非亲密关系（父母，恋人/配偶，子女，熟悉的朋友）的人。,https://www.douban.com/gallery/topic/89864/,47203.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89864
25,26.0,你对哪些所谓的生活“常识”祛了魅？,小时候家人会常常让你吃鱼眼珠，说吃了可以“明目”，长大后才知道这种“吃哪补哪”的说法一点都不科学。对于哪些所谓的生活“常识”，你已经幡然醒悟、祛了魅？,https://www.douban.com/gallery/topic/88668/,6393.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88668
26,1136.0,我的冰箱里有什么,冰箱，一个容纳着生活与自由的神奇乐园。不管是阔落、布丁还是榴莲，打开它总能发现幸福感。,https://www.douban.com/gallery/topic/77398/,7061514.0,https://m.douban.com/rexxar/api/v2/gallery/topic/77398
27,1199.0,记录我的周末时光,记录工作以外周末的生活小时光,https://www.douban.com/gallery/topic/83058/,1786576.0,https://m.douban.com/rexxar/api/v2/gallery/topic/83058
28,25.0,有什么长久困扰你的噩梦？,为什么做的噩梦都是同一类型的，好苦恼。,https://www.douban.com/gallery/topic/89736/,1002.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89736
29,11.0,阳台改造计划,,https://www.douban.com/gallery/topic/87754/,270389.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87754
30,59.0,你有哪些看似落后于时代的习惯？,在快社会里做一个慢得下来的人，在新时代里做一个念得了旧的人。,https://www.douban.com/gallery/topic/90204/,133927.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90204
31,10.0,排队等待期间的杀时间指南,玩手机?看书?与朋友或周围的人聊天?我们用尽一切方法来避免浪费这段时间。,https://www.douban.com/gallery/topic/89878/,907.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89878
32,14.0,人生里的第一颗止痛药,你是什么时候吃下生命里的第一颗止痛药的呢？,https://www.douban.com/gallery/topic/89142/,3024.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89142
33,64.0,你有哪些常人少有的习惯,,https://www.douban.com/gallery/topic/87986/,11531.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87986
34,809.0,结束聊天对话的一百种方式,遇见的人多了就会发现有好多奇葩，无聊的话唠......所以大家都是怎么智慧不失礼貌地结束与他的谈话的呢？又或者是直截了当地结束？,https://www.douban.com/gallery/topic/80778/,5743239.0,https://m.douban.com/rexxar/api/v2/gallery/topic/80778
35,2055.0,宅在家里的100种方式,看书、看电影、玩游戏、看动漫……在家里宅着的方式有成千上万种，你喜欢怎么宅？,https://www.douban.com/gallery/topic/63869/,10236717.0,https://m.douban.com/rexxar/api/v2/gallery/topic/63869
36,1353.0,你是如何践行极简消费主义的？,"我们每天要被迫接纳成千上百个“使用该产品，就会让你像代言人一样美艳、幸福”的广告，从而陷入囤积商品的消费陷阱而不自知。
,谈谈察觉到商家设下的圈套并极力挣脱，从购买到居住环境，你是如何践行从内到外的极简生活？",https://www.douban.com/gallery/topic/23323/,6965881.0,https://m.douban.com/rexxar/api/v2/gallery/topic/23323
37,2254.0,你的消费观是怎样的？,,https://www.douban.com/gallery/topic/1348/,8887161.0,https://m.douban.com/rexxar/api/v2/gallery/topic/1348
38,1570.0,哪些家里的细节让你爱上在家的感觉？,也许是一些精巧的小摆件、一个超舒服的懒人沙发、几株绿植，这些物件恰到好处地摆放或是颜色搭配点亮了你的家，营造满满的幸福感。你有哪些物品挑选、摆放的小窍门，让自己一年四季都喜欢宅在家中？,https://www.douban.com/gallery/topic/57310/,9490383.0,https://m.douban.com/rexxar/api/v2/gallery/topic/57310
39,1036.0,租房改造,如何用5000元改变生活,https://www.douban.com/gallery/topic/720/,10810679.0,https://m.douban.com/rexxar/api/v2/gallery/topic/720
40,179.0,你手写的古文字,"简体字已经扎根，小篆已经沦为单纯艺术。至于金文、甲骨、象形，更已不常见。“万”字，本为母蝎周身爬满小蝎，到现在已完全看不到其本形。
,秀出你写过的古文字吧，那是先民们观察这个世界的眼睛。",https://www.douban.com/gallery/topic/89759/,1060299.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89759
41,309.0,博物馆奇遇记,博物馆是一个神奇的地方，除了欣赏历史文物，或许也能拥有一段动人邂逅，也可能遇到一些奇怪并且难忘的事情，欢迎分享一下你在博物馆遇到的那些离奇事情。,https://www.douban.com/gallery/topic/87683/,2184242.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87683
42,111.0,你所学专业有哪些有趣的专有名词或概念？,当你学习这些专有名词或概念时可能觉得它们稀松平常，但一旦脱离所学专业的语境，将它们放入日常生活中，反而能得到非常迷人的奇妙效果。,https://www.douban.com/gallery/topic/89517/,120142.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89517
43,87.0,我逛旧货市场的见闻,旧货市场里藏着一座城市怎样的秘密？,https://www.douban.com/gallery/topic/87909/,613189.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87909
44,663.0,什么是西安？,西安是一个历史和现实时空交错的城市，人们被日常生活的琐碎所包裹，却热衷于谈论汉唐盛世。然而汉长安已成残砖碎瓦，唐长安仅存大小雁塔，汉唐的伟岸在历史车轮的辗压中，已成一地碎片。今天的西安，人们只能在各类假古董中体味历史。看我们的城市，所谓真亦为假、幻亦为真。我们生活在一个变幻的时代，我们身处一座幻城。每个人心中都有一个西安，是古老还是鲜活？它究竟是一个怎样的城市？请用图片谈谈你眼中的西安,https://www.douban.com/gallery/topic/86736/,2224730.0,https://m.douban.com/rexxar/api/v2/gallery/topic/86736
45,175.0,让你印象最深刻的书下注释,许多译者可是有时柔情浪漫如烟雨，有时又调皮可爱如精灵哦~,https://www.douban.com/gallery/topic/85261/,3601925.0,https://m.douban.com/rexxar/api/v2/gallery/topic/85261
46,60.0,你修复过的老物件儿,老物件儿是凝聚过去记忆的琥珀，在修复它们纹理的过程中，寻回失落的时间。,https://www.douban.com/gallery/topic/88006/,329478.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88006
47,152.0,你在文物和造型艺术作品里发现的表情包,博物馆、美术馆的打开方式不止一种。你在这些文物或是绘画、雕塑、建筑等造型艺术作品中发现过什么好玩的表情包？,https://www.douban.com/gallery/topic/90624/,86733.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90624
48,39.0,我的宝贝藏品大赏,你收藏的有价值的东西。,https://www.douban.com/gallery/topic/90191/,350709.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90191
49,97.0,我有一条古怪的VLOG,VLOG的内容不应该只是千篇一律的日常，VLOG其实可以是包含随心所欲、天马行空想象的移动影像，可以是魔幻现实的记录和再造，可以是我们为自己编织的故事，在这里收集怪人们镜头里光怪陆离的世界。,https://www.douban.com/gallery/topic/76194/,33885.0,https://m.douban.com/rexxar/api/v2/gallery/topic/76194
50,12.0,文学作品中的“酒鬼”,哪本书里的酒鬼形象让你印象深刻？,https://www.douban.com/gallery/topic/90519/,7690.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90519
51,20.0,你是出于什么原因决定写小说的？,写小说的缘起,https://www.douban.com/gallery/topic/89796/,18588.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89796
52,14.0,纪念塞林格,塞林格（Jerome David Salinger，1919—2010）美国作家，代表作有《麦田里的守望者》《九故事》等。《麦田里的守望者》被认为是二十世纪美国文学经典作品之一，塞林格在书中塑造了文学史上的经典形象霍尔顿，一个与社会格格不入“拒绝长大”的年轻人。2019年是塞林格诞辰100周年。,https://www.douban.com/gallery/topic/88525/,177765.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88525
53,2611.0,你是如何熬过人生中那些“至暗时刻”的？,"人生的至暗时刻意味着无比痛苦的煎熬，但对于足够强大的人来说，也常预示着涅槃时刻的降临。
,我们都曾经或者正在经历这样的时刻，经历着痛苦、怀疑、无助、孤独的成长阶段，但是无论长短，至暗时刻总有结束的时候。",https://www.douban.com/gallery/topic/76794/,9195647.0,https://m.douban.com/rexxar/api/v2/gallery/topic/76794
54,12.0,你收到的最开心的一条豆邮是什么？,在豆瓣精神角落，一定有很多陌生人的来信吧，最令你开心、惊喜的内容是什么呢,https://www.douban.com/gallery/topic/90544/,8129.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90544
55,11.0,你对心爱旧物的怀念方式,昨天听画画老师讲了一个故事，说她知道的一位大画家，对自己用过的毛笔都十分的珍惜，用坏用旧了都留下来，等积攒到一定的数量，就拿到山清水秀的地方，埋在大山深处，做一笔冢来纪念共同相处的时光。,https://www.douban.com/gallery/topic/90317/,438.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90317
56,14.0,你所遇见的城市手艺人,我们常常仰望那些看似光鲜的职业，却时常遗忘了那些做着平凡的手艺活的人们，就让我们一起在城市的版图🐾里探寻这个边缘性群体，捡拾人心的温柔和美好，感受慢生活的力量,https://www.douban.com/gallery/topic/89851/,357983.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89851
57,18.0,让你印象最深的校训,不是我的学校，但印象深刻，江西新余一中的校训“抬头走路，好好做人。”学校不仅仅是教书，更要育人啊。,https://www.douban.com/gallery/topic/89680/,3421.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89680
58,34.0,京城一角,"留下你视角里的 京城一角吧 
,无论何时 何季",https://www.douban.com/gallery/topic/89723/,100000.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89723
59,12.0,何时故乡似他乡？,离开故乡在外读书，从此只有冬夏再无春秋，每次回到家乡，儿时伙伴各奔东西，家乡日新月异。又在家乡的路上，总有一股淡淡的疏离与陌生。,https://www.douban.com/gallery/topic/90227/,628.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90227
60,9.0,你拍下的街道上的戏剧性时刻,"街上有永不落幕的剧场。 
,每个人都曾在街头遇见，值得多看一眼，但又擦肩而过的瞬间。有的温情，有的有趣，有的魔幻。分享那些你在街上拍下的值得驻足的戏剧性的时刻。",https://www.douban.com/gallery/topic/89610/,43711.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89610
61,693.0,生活中的贫穷歧视,"月入xx还活个什么劲/谁让你住不起学区房/贪便宜活该……这种论调真的很常见吧，戾气重是小事，更糟的是隐含在内的“弱者有罪”逻辑。什么时候有钱和消费主义成了“政治正确”？
,
,希望穷人可以穷并理直气壮地穷着，是本人创建这个话题的初衷。如有可能，希望参与的小伙伴可以也本着这样的的理念来分享。
,
,糟糕 感觉我瓣并没有讨论这个话题的土壤/_\",https://www.douban.com/gallery/topic/82200/,7881882.0,https://m.douban.com/rexxar/api/v2/gallery/topic/82200
62,1225.0,你所遭遇的学科偏见,尽管有句话叫“在非本专业领域内”学会闭嘴，但无可避免地，总会遭遇别人对自己学科的刻板印象。而面对这种偏见，你又是如何为自己学科正名的呢？或者你曾经对那些学科产生过偏见呢？,https://www.douban.com/gallery/topic/73693/,6360857.0,https://m.douban.com/rexxar/api/v2/gallery/topic/73693
63,22.0,路上观察图鉴,在路上对于日常生活的观察,https://www.douban.com/gallery/topic/88059/,85031.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88059
64,537.0,用照片还原梦境的画面,你有想过用照片还原梦境的画面吗？,https://www.douban.com/gallery/topic/83346/,2582025.0,https://m.douban.com/rexxar/api/v2/gallery/topic/83346
65,536.0,凌晨火车上的样子,坐过几次凌晨的火车。,https://www.douban.com/gallery/topic/82909/,4540968.0,https://m.douban.com/rexxar/api/v2/gallery/topic/82909
66,346.0,父母的恋爱故事,,https://www.douban.com/gallery/topic/64742/,8456313.0,https://m.douban.com/rexxar/api/v2/gallery/topic/64742
67,2606.0,在豆瓣上写诗的人,推荐一下你喜欢的，不为人知的豆瓣诗人。,https://www.douban.com/gallery/topic/5758/,280344.0,https://m.douban.com/rexxar/api/v2/gallery/topic/5758
68,32.0,假如你的人生被拍成电影，你会给它怎样的影评？,"假如你的人生被拍成电影，作为观众的你看了电影之后，会给电影怎样的影评？
",https://www.douban.com/gallery/topic/90374/,1683.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90374
69,7.0,那些自带诗意的名词,比如蒲公英，比如萤火虫，比如秋千，可能关于自然的居多吧，风花雪月…,https://www.douban.com/gallery/topic/89648/,373.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89648
70,9.0,我的福建印象,关于福建的任何印象,https://www.douban.com/gallery/topic/89716/,252.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89716
71,29.0,你被语文书安利过的东西,美食、旅游都可以～,https://www.douban.com/gallery/topic/87586/,4340.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87586
72,22.0,让你过目不忘的佛偈,寥寥数语，直指人心,https://www.douban.com/gallery/topic/87422/,4023.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87422
73,15.0,流行文化警示录,流行文化给我们带来了什么？面对流行文化，我们应该敞开怀抱大胆拥抱把自己融入时代的脉络，还是门扉紧闭坚守内心的精神自留地？聊聊流行文化给你带来的启示。,https://www.douban.com/gallery/topic/87790/,4098.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87790
74,82.0,如果要去月球定居，你会带上哪些精神必需品？,这次你要去的不是荒岛，而是月球。身处宇宙荒野之中，除了满足生理需求之外，你还需要哪些精神必需品？,https://www.douban.com/gallery/topic/85756/,132327.0,https://m.douban.com/rexxar/api/v2/gallery/topic/85756
75,45.0,记一次月夜出游,唐人月夜观潮写就了“孤篇压全唐”的《春江花月夜》，宋人见“月色入户”而“至承天寺寻张怀民”。千载后的你我，可曾在那同一轮明月下对影独酌，亦或结伴欢游？,https://www.douban.com/gallery/topic/85737/,169387.0,https://m.douban.com/rexxar/api/v2/gallery/topic/85737
76,460.0,人类有过哪些解放女性身体的发明创造？,受制于生理因素和传统观念，女性的身体在历史中的很长一段时间中受到过各种各样的束缚，承受了很多不必要的不便和痛苦。随着观念的改变和技术的发展，一些发明创造的出现极大地方便了女性的生活，甚至在某种程度重塑了女性受限的人生。一起聊聊那些真正解放了女性身体的发明创造吧~,https://www.douban.com/gallery/topic/68843/,13895988.0,https://m.douban.com/rexxar/api/v2/gallery/topic/68843
77,314.0,成年后如何对自己进行审美再教育？,"审美教育，狭义地讲是通过艺术手段对人们进行教育，广义地讲是运用自然界、社会生活、物质产品与精神产品中一切美的形式给人们以耳濡目染、潜移默化的教育，以达到美化人们心灵、行为、语言、体态，提高人们道德与智慧的目的。
,在学校、家庭与社会对我们进行的审美教育之外，我们应如何发挥主观能动性对自己进行审美再教育？",https://www.douban.com/gallery/topic/67532/,3818958.0,https://m.douban.com/rexxar/api/v2/gallery/topic/67532
78,15846.0,⾖瓣街头故事摄影大赛,请勿上传自拍或未经他人允许的偷拍！▶▶街头摄影俗称扫街。这个词里边那种匆匆，过眼即弃的意味，让照片背后的故事戛然而止。那些躺在你相机或手机里的照片，一定是因为在那一刻拨动了心底的某个频率。慢下来，安静下来，就能进入镜头那端的生活，就能读到那些照片后边的故事。那些能让我们抽离自我人生的瞬间，让我们在窥看另外的人生的同时，也看到了自己。,https://www.douban.com/gallery/topic/63169/,23292284.0,https://m.douban.com/rexxar/api/v2/gallery/topic/63169
79,333.0,中年健忘危机,幸亏，我还记得我健忘。,https://www.douban.com/gallery/topic/88643/,297896.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88643
80,540.0,父母婚姻关系对子女的影响,中国家庭追踪调查的数据显示，85%的中国家长认为离婚对孩子有害。暨南大学舆情中心调查显示，高考后是一年内网民搜索“离婚”最频繁的时候。为什么会出现高考之后父母“扎堆”离婚的现象？父母的婚姻关系究竟会对子女产生怎样的影响？请根据个人经历，谈谈你的看法。,https://www.douban.com/gallery/topic/87939/,1231583.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87939
81,638.0,我被“扼杀”的爱好,"大家都有哪些没有坚持下来爱好？比如想过但没实践过，实践过但未深入，深入过却也放弃了的。
",https://www.douban.com/gallery/topic/89837/,1201324.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89837
82,1781.0,五年后你要成为一个什么样的人？,,https://www.douban.com/gallery/topic/85938/,673174.0,https://m.douban.com/rexxar/api/v2/gallery/topic/85938
83,726.0,生病让你明白了哪些道理,,https://www.douban.com/gallery/topic/86250/,563706.0,https://m.douban.com/rexxar/api/v2/gallery/topic/86250
84,289.0,让你耿耿于怀的一张毕业照,随着毕业季的匆匆结束，告别校园的毕业摄影也告一段落，无论是刚毕业还是早就毕业的你，内心深处总有一张难以忘怀的毕业照吧？与其把照片放在角落蒙尘，不如翻出来和大家分享一下吧？对了还有，毕业快乐。,https://www.douban.com/gallery/topic/87352/,3174726.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87352
85,739.0,那些出国以后才知道的事,比如学习，工作，生活，婚恋，经济，社会，宗教，价值观……欢迎从各种角度海聊。,https://www.douban.com/gallery/topic/84494/,8225575.0,https://m.douban.com/rexxar/api/v2/gallery/topic/84494
86,6424.0,一线城市生存报告,,https://www.douban.com/gallery/topic/30/,31817736.0,https://m.douban.com/rexxar/api/v2/gallery/topic/30
87,629.0,我的“寒酸”童年,童年不总是无忧无虑的。除了情感，经济也是影响我们童年幸福感的重要因素之一。你是否经历过“寒酸”的童年？你是如何度过的？它对现在的你又产生了什么样的影响？,https://www.douban.com/gallery/topic/86975/,820069.0,https://m.douban.com/rexxar/api/v2/gallery/topic/86975
88,239.0,我的失业日记,一个理想化的人能够生活在社会上吗,https://www.douban.com/gallery/topic/89939/,515772.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89939
89,64.0,为了戒掉对手机的过分依赖，你尝试过什么方法？,手机智能化后，我们的生活更加便捷，但我们又陷入了过分依赖手机带给我们的负面影响，例如不和身边人当面交谈，玩手机玩到深夜不肯睡等……,https://www.douban.com/gallery/topic/88106/,140518.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88106
90,1803.0,当你仰望满天星光时你在想什么,,https://www.douban.com/gallery/topic/85070/,1026534.0,https://m.douban.com/rexxar/api/v2/gallery/topic/85070
91,185.0,当我们害怕死亡时，我们在害怕什么？,凯特琳·道蒂在《好好告别》中引述了7条人类害怕死亡的原因：1.会让家人和朋友悲伤；2.所有计划都将告终；3.死亡过程很可怕；4.再无人生经历；5.不能再照料需要被照看的人；6.来生不知道会发生什么；7.害怕自己的遗体出事。人们害怕和焦虑的常常是未知、虚无，以及辜负所爱。当你想到死亡，你在害怕什么呢？,https://www.douban.com/gallery/topic/87596/,102473.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87596
92,68.0,生活的哪些瞬间让你明白了活着的意义？,什么是一直以来支撑你继续好好生活的动力？你觉得活着的意义是什么呢？明白后又有什么感悟？,https://www.douban.com/gallery/topic/87846/,325825.0,https://m.douban.com/rexxar/api/v2/gallery/topic/87846
93,1189.0,作为“斜杠青年”的你都在做着什么副业,斜杠青年来源于英文“Slash”，出自《纽约时报》专栏作家麦瑞克·阿尔伯撰写的书籍《双重职业》，指的是一群不再满足“专一职业”的生活方式，而选择拥有多重职业和身份的多元生活的人群。,https://www.douban.com/gallery/topic/69911/,6165870.0,https://m.douban.com/rexxar/api/v2/gallery/topic/69911
94,3038.0,你有哪些“廉价”的爱好，既有意义又陶冶情操？,现在谈论起兴趣爱好，动不动就是摄影、旅行（出国那种），虽然很美好，但也很烧钱。你有什么不怎么烧钱但却能够丰富生活，有意义又有趣的爱好呢？,https://www.douban.com/gallery/topic/11691/,4724455.0,https://m.douban.com/rexxar/api/v2/gallery/topic/11691
95,5050.0,你每天都有哪些突如其来的感悟？,"每天总会有某个时刻突然恍然大悟
,突然想起一句很符合当时心情的感悟
,莫名其妙，却又刚刚好",https://www.douban.com/gallery/topic/46984/,4533032.0,https://m.douban.com/rexxar/api/v2/gallery/topic/46984
96,42.0,你是如何对抗时间平白流逝却无能为力的状态的？,我最大的焦虑就是眼睁睁看着时间流逝却无能为力,https://www.douban.com/gallery/topic/90133/,37886.0,https://m.douban.com/rexxar/api/v2/gallery/topic/90133
97,6954.0,三十岁才发现的生活真相,晚睡真的要命！过劳真的要胖！膝盖真的怕冷！头发真的越掉越多！……,https://www.douban.com/gallery/topic/27422/,16319405.0,https://m.douban.com/rexxar/api/v2/gallery/topic/27422
98,36.0,作为女孩，你经历过多少批评才顺利长大？,中国长辈常说：女孩不用学习太好，要情商高；女孩就应该有女孩的样；还有女孩要嘴巴甜才有人喜欢。类似这样的批判你经历过吗？又是因为什么事情？这样的批评对你未来的人生产生了什么影响吗？,https://www.douban.com/gallery/topic/89306/,34730.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89306
99,17.0,那些早熟的孩子现在都怎么样了？,"在大家还在父母面前撒娇时，你却懂得如何替父母分担更多；
,当小伙伴还在讨论动画片时，你已开始关注更广阔更深奥的问题；
,当大家还对于早恋懵懂向往时，你已经看不上那些没内涵的同龄人。。。。
,我们身边，甚至我们自己，无论因为什么样的原因，
,这些过早懂得的人，
,长大后，变得如何了呢？",https://www.douban.com/gallery/topic/89882/,2007.0,https://m.douban.com/rexxar/api/v2/gallery/topic/89882
100,24.0,大学寝室的最后一夜,毕业季，属于你的大学四年已经结束。分享一下你在寝室的最后一个晚上吧,https://www.douban.com/gallery/topic/88590/,9800.0,https://m.douban.com/rexxar/api/v2/gallery/topic/88590
101,3280.0,你人生中哪件小事产生了蝴蝶效应？,回首那些当时觉得十分平常却对后来的人生起到决定性作用的微小瞬间。,https://www.douban.com/gallery/topic/3394/,21082162.0,https://m.douban.com/rexxar/api/v2/gallery/topic/3394
102,1460.0,我们这行因吹丝挺,你从事的行业是什么样的？面对这个问题，你是不是也想用一句意味深长的“因吹丝挺”（interesting）来回答？一起聊聊工作中令你哭笑不得的有趣经历，分享鲜为人知的行业秘辛。,https://www.douban.com/gallery/topic/40/,9279145.0,https://m.douban.com/rexxar/api/v2/gallery/topic/40
103,823.0,人生中的第一支烟,,https://www.douban.com/gallery/topic/84410/,527661.0,https://m.douban.com/rexxar/api/v2/gallery/topic/84410
104,4607.0,我的2019上半年总结,陌生人，这半年你过得怎么样？,https://www.douban.com/gallery/topic/81569/,3166427.0,https://m.douban.com/rexxar/api/v2/gallery/topic/81569
